1	1	2	65	4	2	0	1	1	1	0	0	0	1	0	5	3	4	1	0	1	0	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2	3	2	28	2	2	0	0	1	0	0	1	1	0	1	2	3	3	0	1	1	0	5	5	5	4	5	2	1	3	1	2	5	3	4	3	5	1	1	2	2	2	2	5	3	3	4	2	3	2	3	2	3	5	4	4	4	3	2	3	2	2	4	4	4	4	4	5	4	5	5	5	1	2	1	1	1	5	5	5	5	5
6	2	2	25	2	2	0	0	0	0	0	0	0	0	0	2	3	2	1	1	1	0	4	4	4	5	4	3	2	3	3	1	2	2	2	1	3	2	3	3	2	3	3	4	3	3	5	3	3	2	1	3	4	3	4	4	3	2	1	2	2	2	3	3	3	2	3	4	4	4	4	3	4	2	4	4	4	2	2	2	2	3
8	1	2	21	1	2	1	0	1	1	0	0	0	1	0	3	3	4	1	0	1	1	5	4	5	4	4	3	1	3	3	2	5	5	5	4	4	2	2	2	2	3	3	3	3	3	3	1	1	1	2	2	4	3	4	4	4	3	3	2	1	1	5	5	5	4	4	2	3	4	4	4	3	3	2	1	1	5	5	5	4	4
9	2	2	33	2	1	1	0	1	1	0	1	0	1	1	1	2	2	1	0	1	0	4	5	3	3	4	1	1	1	1	1	4	5	5	3	5	2	5	3	3	4	1	1	1	1	1	4	2	3	3	1	5	5	3	3	5	1	1	1	1	1	5	5	5	5	5	5	5	3	3	5	1	1	1	1	1	5	4	4	5	4
10	1	2	51	3	2	0	1	0	0	0	0	0	0	0	3	3	4	1	0	1	0	5	4	5	5	5	1	1	1	1	1	5	5	5	3	5	1	4	2	1	1	3	5	5	5	5	2	3	3	3	1	4	3	4	4	3	2	2	3	2	2	4	4	4	3	5	5	3	4	4	3	2	2	3	2	2	4	4	4	3	5
11	1	2	65	4	2	0	1	1	1	0	0	0	1	0	-999	3	3	1	0	1	0	5	5	5	5	4	1	1	1	1	1	5	5	5	5	5	1	3	1	1	1	3	5	5	3	5	1	1	1	1	1	5	5	5	5	4	3	3	4	3	5	5	4	5	5	5	1	1	1	1	2	3	3	2	3	4	5	3	5	5	5
13	1	2	27	2	2	0	0	1	1	0	0	0	1	0	4	1	2	0	0	1	0	5	4	3	3	3	2	1	2	2	2	5	4	4	5	5	3	3	3	3	3	3	1	2	4	3	2	2	2	2	1	5	4	4	2	3	3	1	2	1	1	4	4	4	5	4	3	4	2	4	3	3	1	4	1	1	5	5	5	4	5
15	2	2	34	2	2	0	0	1	1	0	0	0	1	0	-999	1	2	0	0	1	0	5	4	5	4	3	2	1	1	1	3	4	5	5	3	5	2	4	3	2	3	3	4	4	3	3	3	1	2	3	1	4	4	4	5	3	2	1	1	1	2	5	5	5	4	5	4	4	4	4	3	3	1	3	3	2	4	4	4	4	4
16	2	2	39	2	2	0	0	1	1	0	1	0	1	1	3	2	2	0	1	1	0	4	4	4	4	4	3	2	2	2	2	4	4	4	3	4	2	2	4	2	3	3	4	4	4	4	4	3	4	3	2	4	3	4	4	4	2	1	4	3	2	4	4	4	4	4	3	4	4	4	4	3	2	4	3	2	4	4	4	4	4
17	3	2	43	2	2	0	0	1	1	0	1	1	1	1	4	3	2	1	0	1	1	4	4	4	4	4	2	3	2	2	3	4	3	4	4	4	3	4	2	2	4	2	3	3	2	3	3	3	4	4	4	4	4	3	4	4	2	2	3	2	2	4	2	4	4	4	4	4	3	4	4	2	2	3	2	2	4	4	3	4	4
21	2	2	53	3	2	0	0	1	0	0	1	1	0	1	-999	2	3	1	0	0	0	5	4	3	4	5	2	3	3	3	3	5	5	5	4	5	2	3	3	4	5	2	3	3	3	3	5	5	5	5	5	4	4	3	4	5	3	3	3	3	3	5	5	5	5	5	4	4	3	4	5	3	3	3	3	3	5	5	5	5	5
22	3	2	26	2	1	0	0	1	0	0	0	1	0	1	2	2	2	1	1	0	1	4	5	4	4	3	1	4	2	1	4	4	4	5	4	5	2	1	1	2	3	4	1	3	3	2	2	3	2	3	2	5	2	4	5	4	2	1	2	2	2	4	5	5	4	5	2	4	2	2	3	5	4	4	5	4	2	2	3	3	2
27	2	2	33	2	1	0	0	1	0	0	1	0	0	1	5	1	2	0	0	1	0	5	3	4	4	3	1	1	1	1	1	5	5	5	3	5	1	3	1	1	3	1	4	1	1	4	1	3	3	3	2	5	5	5	5	3	1	1	1	1	1	5	5	5	3	5	5	3	5	5	3	1	1	1	1	1	4	4	4	3	5
28	1	2	45	3	1	0	0	1	1	0	0	0	1	0	4	3	3	1	1	1	0	5	1	1	1	1	1	1	1	5	1	5	5	5	5	5	1	3	5	5	5	2	5	5	1	5	1	1	1	1	1	5	5	5	5	4	3	3	3	3	5	5	4	5	4	4	1	5	1	4	4	3	3	5	3	5	5	4	5	4	4
29	3	2	54	3	1	0	0	1	1	0	1	1	1	1	4	1	2	1	0	0	0	5	4	3	4	3	2	3	3	2	2	5	5	4	3	5	2	3	3	3	3	3	3	3	3	3	1	2	2	2	2	5	3	4	4	3	3	3	3	3	3	4	3	4	3	5	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3
34	2	2	36	2	1	1	0	0	0	0	0	0	0	0	3	2	2	1	0	1	0	4	4	4	4	4	2	1	3	2	1	4	5	5	3	5	3	4	1	1	2	3	4	4	3	3	3	2	3	3	1	5	4	4	4	4	2	1	2	2	2	4	4	4	3	4	4	5	4	5	5	2	1	2	2	2	5	5	5	3	5
36	2	2	35	2	1	0	0	1	1	0	1	1	1	1	-999	3	2	1	0	1	0	4	4	4	4	4	3	4	2	3	3	4	4	4	4	5	2	4	3	3	2	3	2	3	3	3	2	2	4	4	5	4	4	4	4	4	4	4	3	2	3	4	3	4	5	4	3	3	4	3	4	3	4	3	2	3	3	3	4	3	4
38	1	2	43	2	2	0	0	1	1	0	0	0	1	0	4	2	2	1	1	1	0	5	5	5	5	3	1	4	1	2	1	5	5	5	5	5	1	5	3	1	3	3	1	4	4	4	1	1	1	1	1	1	4	2	4	4	4	3	2	2	2	4	4	4	4	4	5	4	5	5	4	1	1	1	2	2	5	5	5	5	5
41	1	2	23	1	2	0	0	1	0	1	0	0	1	0	3	3	3	1	0	1	1	3	3	3	3	3	2	3	2	2	3	5	4	4	3	4	2	2	3	2	3	3	3	4	4	3	2	3	3	3	2	3	3	3	3	3	2	3	2	2	3	4	4	4	3	4	3	4	3	3	3	3	3	1	2	3	4	4	4	3	4
43	1	2	18	1	2	1	0	1	0	0	1	0	0	1	1	3	2	1	1	1	0	4	3	2	1	3	1	1	1	2	2	5	5	5	4	5	2	3	1	1	3	2	1	1	2	1	5	4	3	2	3	4	3	3	3	3	3	3	1	1	3	5	3	4	4	2	2	3	3	3	2	3	2	2	1	3	2	3	2	3	3
45	1	2	73	4	2	0	1	1	1	0	0	0	1	0	4	3	4	1	0	0	0	5	3	5	4	5	1	1	3	1	1	5	5	5	3	5	1	1	1	4	1	5	5	3	5	5	1	1	1	3	1	3	3	3	3	3	3	3	3	3	3	4	3	4	3	5	3	3	3	3	3	3	3	3	3	3	4	3	4	3	5
47	3	2	24	1	2	0	0	1	0	0	0	1	0	1	3	3	1	1	1	1	1	3	5	4	4	4	1	1	2	2	2	5	4	4	3	4	5	5	2	2	4	1	1	2	2	2	2	4	4	3	2	4	4	4	4	4	2	2	2	2	2	5	4	4	4	4	4	4	4	4	4	2	2	2	2	2	3	4	4	4	2
49	1	2	40	2	2	0	0	1	1	0	1	1	1	1	6	3	4	1	0	1	0	4	4	4	4	3	3	1	1	1	2	5	4	5	4	5	2	2	1	1	3	3	4	1	1	3	1	4	2	2	2	4	3	4	4	3	3	2	3	2	2	4	4	4	3	4	5	4	5	5	3	3	1	3	2	2	5	3	5	3	5
50	2	2	40	2	2	0	0	1	1	0	1	0	1	1	4	2	3	1	0	1	0	4	3	3	4	3	2	2	3	2	2	4	2	3	3	4	3	3	3	2	3	4	3	3	4	2	4	2	3	3	2	3	3	3	3	3	2	3	2	3	2	3	5	4	3	3	4	3	3	3	3	4	3	4	4	2	3	2	3	3	3
51	2	2	54	3	2	0	0	1	1	0	0	0	1	0	4	3	2	1	1	1	1	4	3	4	4	4	1	3	2	1	3	4	4	4	3	5	3	3	3	3	3	1	4	3	1	3	3	2	3	3	3	3	3	3	3	3	1	3	3	1	1	4	4	4	3	4	3	3	3	4	3	1	3	3	1	1	5	5	5	3	5
53	1	2	28	2	1	0	0	1	1	0	0	0	1	0	1	1	3	0	0	1	1	5	1	5	5	3	1	1	1	1	1	3	4	4	1	4	1	1	1	1	3	1	4	3	1	4	3	2	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55	2	2	30	2	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0	5	3	3	3	3	1	1	1	1	3	5	5	5	3	5	3	3	3	3	3	1	2	1	1	3	1	3	3	3	1	5	3	3	3	3	1	3	3	1	1	5	5	5	3	5	5	3	3	3	3	1	3	3	1	1	5	5	5	3	5
58	3	2	31	2	1	0	0	1	0	0	1	1	0	1	3	3	2	1	0	1	0	4	3	4	4	4	2	2	3	2	1	4	4	4	3	4	2	2	2	2	2	3	3	3	3	3	1	1	1	2	1	3	4	3	3	3	2	2	2	2	2	4	4	4	4	4	4	3	4	4	4	2	2	2	2	2	4	4	4	3	3
62	1	2	47	3	1	0	0	1	1	0	0	0	1	0	5	3	4	1	1	1	1	3	5	3	4	3	4	2	2	3	3	4	3	4	3	2	3	3	3	3	3	2	1	1	1	1	5	5	5	4	5	5	5	5	4	4	5	1	2	1	1	5	5	5	5	5	2	2	2	2	2	2	4	4	4	3	3	3	3	3	2
63	2	2	30	2	1	0	0	1	1	0	1	0	1	1	3	3	2	1	1	1	1	5	5	4	4	4	1	1	1	1	1	4	5	4	3	5	3	5	2	3	3	1	3	3	3	1	3	4	4	3	5	5	5	5	4	4	1	1	1	1	1	1	5	5	5	5	5	5	5	4	4	1	1	1	1	1	1	5	5	5	5
64	3	2	32	2	1	0	0	1	0	0	0	1	0	1	5	2	2	1	0	1	1	5	4	4	4	4	2	2	2	2	2	4	3	4	3	4	2	3	3	3	4	3	3	3	3	2	3	3	3	3	3	5	2	4	4	5	2	2	2	2	2	5	4	4	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3
66	2	2	38	2	2	0	1	0	0	0	0	0	0	0	-999	1	4	1	1	1	1	5	4	4	3	2	3	1	1	1	1	5	5	5	5	5	1	1	1	1	5	1	1	1	1	1	5	5	5	5	5	5	4	3	1	5	1	1	1	1	1	5	5	5	5	5	5	4	3	1	4	4	1	1	1	1	5	5	5	5	5
71	2	2	20	1	2	0	0	1	1	0	0	0	1	0	-999	1	1	1	1	0	0	3	3	4	4	4	2	3	1	2	1	4	2	4	5	5	3	4	3	3	5	2	4	2	3	1	3	3	3	5	5	4	3	3	3	4	1	1	1	1	1	3	4	5	3	5	4	4	3	3	3	2	2	2	2	2	3	4	4	3	5
75	1	2	25	2	2	0	0	1	1	0	1	1	1	1	-999	3	4	1	0	1	0	5	5	3	4	2	1	1	1	1	2	5	5	5	4	5	3	2	3	3	2	1	2	1	1	3	4	4	4	3	3	5	5	3	3	4	1	1	1	1	1	5	5	5	5	5	4	3	5	5	3	2	1	1	1	1	3	4	4	3	3
78	1	2	19	1	1	0	0	0	0	0	0	0	0	0	-999	3	4	1	1	0	0	4	3	4	4	3	2	1	1	1	2	5	4	4	4	5	1	2	2	2	2	4	4	5	4	4	2	1	2	1	1	4	2	2	1	2	2	3	1	1	1	1	2	3	1	3	5	3	4	4	3	4	4	2	1	4	4	4	5	4	5
79	3	2	21	1	1	0	0	1	0	0	1	1	0	1	3	2	2	1	1	1	1	3	4	3	3	4	1	2	2	2	2	4	3	3	3	3	3	3	3	3	4	1	2	2	2	2	3	3	3	3	3	3	3	3	3	4	1	1	1	1	1	3	3	3	3	4	3	3	3	3	4	1	1	1	1	1	3	3	3	3	4
85	1	2	24	1	2	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	4	2	4	4	4	2	2	1	1	1	4	4	4	2	4	1	2	2	2	3	3	4	2	4	3	2	3	3	2	2	4	2	3	3	3	1	2	1	1	1	3	3	4	2	3	5	4	4	4	4	3	1	3	1	2	4	3	4	4	4
87	2	2	35	2	2	1	0	1	1	0	1	0	1	1	-999	1	2	1	0	1	0	5	5	4	4	5	1	1	1	1	1	5	5	5	5	5	3	5	3	4	5	1	1	1	1	1	5	5	4	5	4	4	5	4	4	5	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	5	5	5	5	5
89	1	2	19	1	1	1	0	1	1	0	0	0	1	0	1	3	2	1	0	0	0	5	3	4	3	3	1	1	1	1	1	4	4	4	4	5	3	3	2	3	3	1	2	1	1	1	3	3	3	4	3	5	3	3	3	3	1	1	2	1	1	5	4	4	4	4	5	3	3	3	3	1	1	2	1	1	5	4	4	4	4
92	1	2	22	1	1	1	0	0	0	0	0	0	0	0	1	3	2	0	1	0	0	4	3	3	3	4	2	2	1	1	2	4	4	4	4	4	3	3	2	2	4	3	2	2	2	2	3	4	4	4	2	4	3	2	3	3	3	2	2	1	2	3	2	4	4	2	4	3	4	4	3	2	2	2	1	2	4	4	4	4	4
