2	3	2	0	0	1	1	2	2	2	2	5	3	3	4	2	3	2	3	2	28	2	2	0	0	1	0	0	1	1	0	1	2	3	3	0	1	1	0
2	3	2	0	1	5	5	5	4	5	2	1	3	1	2	5	3	4	3	5	28	2	2	0	0	1	0	0	1	1	0	1	2	3	3	0	1	1	0
2	3	2	1	0	3	5	4	4	4	3	2	3	2	2	4	4	4	4	4	28	2	2	0	0	1	0	0	1	1	0	1	2	3	3	0	1	1	0
2	3	2	1	1	5	4	5	5	5	1	2	1	1	1	5	5	5	5	5	28	2	2	0	0	1	0	0	1	1	0	1	2	3	3	0	1	1	0
8	1	2	0	0	2	2	2	2	3	3	3	3	3	3	1	1	1	2	2	21	1	2	1	0	1	1	0	0	0	1	0	3	3	4	1	0	1	1
8	1	2	0	1	5	4	5	4	4	3	1	3	3	2	5	5	5	4	4	21	1	2	1	0	1	1	0	0	0	1	0	3	3	4	1	0	1	1
8	1	2	1	0	4	3	4	4	4	3	3	2	1	1	5	5	5	4	4	21	1	2	1	0	1	1	0	0	0	1	0	3	3	4	1	0	1	1
8	1	2	1	1	2	3	4	4	4	3	3	2	1	1	5	5	5	4	4	21	1	2	1	0	1	1	0	0	0	1	0	3	3	4	1	0	1	1
10	1	2	0	0	1	4	2	1	1	3	5	5	5	5	2	3	3	3	1	51	3	2	0	1	0	0	0	0	0	0	0	3	3	4	1	0	1	0
10	1	2	0	1	5	4	5	5	5	1	1	1	1	1	5	5	5	3	5	51	3	2	0	1	0	0	0	0	0	0	0	3	3	4	1	0	1	0
10	1	2	1	0	4	3	4	4	3	2	2	3	2	2	4	4	4	3	5	51	3	2	0	1	0	0	0	0	0	0	0	3	3	4	1	0	1	0
10	1	2	1	1	5	3	4	4	3	2	2	3	2	2	4	4	4	3	5	51	3	2	0	1	0	0	0	0	0	0	0	3	3	4	1	0	1	0
11	1	2	0	0	1	3	1	1	1	3	5	5	3	5	1	1	1	1	1	65	4	2	0	1	1	1	0	0	0	1	0	-999	3	3	1	0	1	0
11	1	2	0	1	5	5	5	5	4	1	1	1	1	1	5	5	5	5	5	65	4	2	0	1	1	1	0	0	0	1	0	-999	3	3	1	0	1	0
11	1	2	1	0	5	5	5	5	4	3	3	4	3	5	5	4	5	5	5	65	4	2	0	1	1	1	0	0	0	1	0	-999	3	3	1	0	1	0
11	1	2	1	1	1	1	1	1	2	3	3	2	3	4	5	3	5	5	5	65	4	2	0	1	1	1	0	0	0	1	0	-999	3	3	1	0	1	0
13	1	2	0	0	3	3	3	3	3	3	1	2	4	3	2	2	2	2	1	27	2	2	0	0	1	1	0	0	0	1	0	4	1	2	0	0	1	0
13	1	2	0	1	5	4	3	3	3	2	1	2	2	2	5	4	4	5	5	27	2	2	0	0	1	1	0	0	0	1	0	4	1	2	0	0	1	0
13	1	2	1	0	5	4	4	2	3	3	1	2	1	1	4	4	4	5	4	27	2	2	0	0	1	1	0	0	0	1	0	4	1	2	0	0	1	0
13	1	2	1	1	3	4	2	4	3	3	1	4	1	1	5	5	5	4	5	27	2	2	0	0	1	1	0	0	0	1	0	4	1	2	0	0	1	0
15	2	2	0	0	2	4	3	2	3	3	4	4	3	3	3	1	2	3	1	34	2	2	0	0	1	1	0	0	0	1	0	-999	1	2	0	0	1	0
15	2	2	0	1	5	4	5	4	3	2	1	1	1	3	4	5	5	3	5	34	2	2	0	0	1	1	0	0	0	1	0	-999	1	2	0	0	1	0
15	2	2	1	0	4	4	4	5	3	2	1	1	1	2	5	5	5	4	5	34	2	2	0	0	1	1	0	0	0	1	0	-999	1	2	0	0	1	0
15	2	2	1	1	4	4	4	4	3	3	1	3	3	2	4	4	4	4	4	34	2	2	0	0	1	1	0	0	0	1	0	-999	1	2	0	0	1	0
21	2	2	0	0	2	3	3	4	5	2	3	3	3	3	5	5	5	5	5	53	3	2	0	0	1	0	0	1	1	0	1	-999	2	3	1	0	0	0
21	2	2	0	1	5	4	3	4	5	2	3	3	3	3	5	5	5	4	5	53	3	2	0	0	1	0	0	1	1	0	1	-999	2	3	1	0	0	0
21	2	2	1	0	4	4	3	4	5	3	3	3	3	3	5	5	5	5	5	53	3	2	0	0	1	0	0	1	1	0	1	-999	2	3	1	0	0	0
21	2	2	1	1	4	4	3	4	5	3	3	3	3	3	5	5	5	5	5	53	3	2	0	0	1	0	0	1	1	0	1	-999	2	3	1	0	0	0
27	2	2	0	0	1	3	1	1	3	1	4	1	1	4	1	3	3	3	2	33	2	1	0	0	1	0	0	1	0	0	1	5	1	2	0	0	1	0
27	2	2	0	1	5	3	4	4	3	1	1	1	1	1	5	5	5	3	5	33	2	1	0	0	1	0	0	1	0	0	1	5	1	2	0	0	1	0
27	2	2	1	0	5	5	5	5	3	1	1	1	1	1	5	5	5	3	5	33	2	1	0	0	1	0	0	1	0	0	1	5	1	2	0	0	1	0
27	2	2	1	1	5	3	5	5	3	1	1	1	1	1	4	4	4	3	5	33	2	1	0	0	1	0	0	1	0	0	1	5	1	2	0	0	1	0
28	1	2	0	0	1	3	5	5	5	2	5	5	1	5	1	1	1	1	1	45	3	1	0	0	1	1	0	0	0	1	0	4	3	3	1	1	1	0
28	1	2	0	1	5	1	1	1	1	1	1	1	5	1	5	5	5	5	5	45	3	1	0	0	1	1	0	0	0	1	0	4	3	3	1	1	1	0
28	1	2	1	0	5	5	5	5	4	3	3	3	3	5	5	4	5	4	4	45	3	1	0	0	1	1	0	0	0	1	0	4	3	3	1	1	1	0
28	1	2	1	1	1	5	1	4	4	3	3	5	3	5	5	4	5	4	4	45	3	1	0	0	1	1	0	0	0	1	0	4	3	3	1	1	1	0
29	3	2	0	0	2	3	3	3	3	3	3	3	3	3	1	2	2	2	2	54	3	1	0	0	1	1	0	1	1	1	1	4	1	2	1	0	0	0
29	3	2	0	1	5	4	3	4	3	2	3	3	2	2	5	5	4	3	5	54	3	1	0	0	1	1	0	1	1	1	1	4	1	2	1	0	0	0
29	3	2	1	0	5	3	4	4	3	3	3	3	3	3	4	3	4	3	5	54	3	1	0	0	1	1	0	1	1	1	1	4	1	2	1	0	0	0
29	3	2	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	54	3	1	0	0	1	1	0	1	1	1	1	4	1	2	1	0	0	0
38	1	2	0	0	1	5	3	1	3	3	1	4	4	4	1	1	1	1	1	43	2	2	0	0	1	1	0	0	0	1	0	4	2	2	1	1	1	0
38	1	2	0	1	5	5	5	5	3	1	4	1	2	1	5	5	5	5	5	43	2	2	0	0	1	1	0	0	0	1	0	4	2	2	1	1	1	0
38	1	2	1	0	1	4	2	4	4	4	3	2	2	2	4	4	4	4	4	43	2	2	0	0	1	1	0	0	0	1	0	4	2	2	1	1	1	0
38	1	2	1	1	5	4	5	5	4	1	1	1	2	2	5	5	5	5	5	43	2	2	0	0	1	1	0	0	0	1	0	4	2	2	1	1	1	0
45	1	2	0	0	1	1	1	4	1	5	5	3	5	5	1	1	1	3	1	73	4	2	0	1	1	1	0	0	0	1	0	4	3	4	1	0	0	0
45	1	2	0	1	5	3	5	4	5	1	1	3	1	1	5	5	5	3	5	73	4	2	0	1	1	1	0	0	0	1	0	4	3	4	1	0	0	0
45	1	2	1	0	3	3	3	3	3	3	3	3	3	3	4	3	4	3	5	73	4	2	0	1	1	1	0	0	0	1	0	4	3	4	1	0	0	0
45	1	2	1	1	3	3	3	3	3	3	3	3	3	3	4	3	4	3	5	73	4	2	0	1	1	1	0	0	0	1	0	4	3	4	1	0	0	0
53	1	2	0	0	1	1	1	1	3	1	4	3	1	4	3	2	2	1	2	28	2	1	0	0	1	1	0	0	0	1	0	1	1	3	0	0	1	1
53	1	2	0	1	5	1	5	5	3	1	1	1	1	1	3	4	4	1	4	28	2	1	0	0	1	1	0	0	0	1	0	1	1	3	0	0	1	1
53	1	2	1	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	2	1	0	0	1	1	0	0	0	1	0	1	1	3	0	0	1	1
53	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	2	1	0	0	1	1	0	0	0	1	0	1	1	3	0	0	1	1
55	2	2	0	0	3	3	3	3	3	1	2	1	1	3	1	3	3	3	1	30	2	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0
55	2	2	0	1	5	3	3	3	3	1	1	1	1	3	5	5	5	3	5	30	2	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0
55	2	2	1	0	5	3	3	3	3	1	3	3	1	1	5	5	5	3	5	30	2	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0
55	2	2	1	1	5	3	3	3	3	1	3	3	1	1	5	5	5	3	5	30	2	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0
63	2	2	0	0	3	5	2	3	3	1	3	3	3	1	3	4	4	3	5	30	2	1	0	0	1	1	0	1	0	1	1	3	3	2	1	1	1	1
63	2	2	0	1	5	5	4	4	4	1	1	1	1	1	4	5	4	3	5	30	2	1	0	0	1	1	0	1	0	1	1	3	3	2	1	1	1	1
63	2	2	1	0	5	5	5	4	4	1	1	1	1	1	1	5	5	5	5	30	2	1	0	0	1	1	0	1	0	1	1	3	3	2	1	1	1	1
63	2	2	1	1	5	5	5	4	4	1	1	1	1	1	1	5	5	5	5	30	2	1	0	0	1	1	0	1	0	1	1	3	3	2	1	1	1	1
64	3	2	0	0	2	3	3	3	4	3	3	3	3	2	3	3	3	3	3	32	2	1	0	0	1	0	0	0	1	0	1	5	2	2	1	0	1	1
64	3	2	0	1	5	4	4	4	4	2	2	2	2	2	4	3	4	3	4	32	2	1	0	0	1	0	0	0	1	0	1	5	2	2	1	0	1	1
64	3	2	1	0	5	2	4	4	5	2	2	2	2	2	5	4	4	3	4	32	2	1	0	0	1	0	0	0	1	0	1	5	2	2	1	0	1	1
64	3	2	1	1	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	32	2	1	0	0	1	0	0	0	1	0	1	5	2	2	1	0	1	1
66	2	2	0	0	1	1	1	1	5	1	1	1	1	1	5	5	5	5	5	38	2	2	0	1	0	0	0	0	0	0	0	-999	1	4	1	1	1	1
66	2	2	0	1	5	4	4	3	2	3	1	1	1	1	5	5	5	5	5	38	2	2	0	1	0	0	0	0	0	0	0	-999	1	4	1	1	1	1
66	2	2	1	0	5	4	3	1	5	1	1	1	1	1	5	5	5	5	5	38	2	2	0	1	0	0	0	0	0	0	0	-999	1	4	1	1	1	1
66	2	2	1	1	5	4	3	1	4	4	1	1	1	1	5	5	5	5	5	38	2	2	0	1	0	0	0	0	0	0	0	-999	1	4	1	1	1	1
